BIBID,apiurl,FILENAME,TITLE,CREATOR,LANGUAGE,SUBJECTS,PLACE,FORMAT,BIOGRAPHICAL/HISTORICAL NOTE,SUMMARY,DATE_DISPLAY,DATE_SORT,DATE_raw,FORMAT_EXTENT,CALLNUMBER,ARCHIVAL_COLLECTION,CATALOG_LINK,CONTRIBUTING_INSTITUTION,OA_POLICY,DISCLAIMER_STMT,STANDARDIZED_RIGHTS,piction_INTERNALNOTES,piction_PROJECT,DCMIType
427774,https://api-na.hosted.exlibrisgroup.com/almaws/v1/bibs?mms_id=994277748805867&view=full&expand=None&apikey=xxxx,"A 5 .392 (folio), Harpers Weekly, Sept 13 1862, pg.592.tif",Harper's weekly,,English,,,,,,,,,65 v. ill. 34-41 cm,,,https://i-share-nby.primo.exlibrisgroup.com/permalink/01CARLI_NBY/i5mcb2/alma427774,Newberry Library,"The Newberry makes its collections available for any lawful purpose, commercial or non-commercial, without licensing or permission fees to the library, subject to the following terms and conditions: https://www.newberry.org/rights-and-reproductions","All materials in the Newberry Library’s collections have research value and reflect the society in which they were produced. They may contain language and imagery that are offensive because of content relating to: ability, gender, race, religion, sexuality/sexual orientation, and other categories. More information: https://www.newberry.org/sites/default/files/textpage-attachments/Statement_on_Potentially_Offensive_Materials.pdf",Copyright Not Evaluated,,,Still image
754872,https://api-na.hosted.exlibrisgroup.com/almaws/v1/bibs?mms_id=997548728805867&view=full&expand=None&apikey=xxxx,"A 5 .93 (folio), Vanity Fair, April 3, 1861, pg. 175.tif",Vanity fair,,English,American periodicals,,,,,,,,7 v. : ill. ; 29 cm,gen folio A 5 .93 1,s,https://i-share-nby.primo.exlibrisgroup.com/permalink/01CARLI_NBY/i5mcb2/alma754872,Newberry Library,"The Newberry makes its collections available for any lawful purpose, commercial or non-commercial, without licensing or permission fees to the library, subject to the following terms and conditions: https://www.newberry.org/rights-and-reproductions","All materials in the Newberry Library’s collections have research value and reflect the society in which they were produced. They may contain language and imagery that are offensive because of content relating to: ability, gender, race, religion, sexuality/sexual orientation, and other categories. More information: https://www.newberry.org/sites/default/files/textpage-attachments/Statement_on_Potentially_Offensive_Materials.pdf",Copyright Not Evaluated,,,Still image
754872,https://api-na.hosted.exlibrisgroup.com/almaws/v1/bibs?mms_id=997548728805867&view=full&expand=None&apikey=xxxx,"A 5 .93 (folio), Vanity Fair, Dec 6, 1862, pg.271.tif",Vanity fair,,English,American periodicals,,,,,,,,7 v. : ill. ; 29 cm,gen folio A 5 .93 1,s,https://i-share-nby.primo.exlibrisgroup.com/permalink/01CARLI_NBY/i5mcb2/alma754872,Newberry Library,"The Newberry makes its collections available for any lawful purpose, commercial or non-commercial, without licensing or permission fees to the library, subject to the following terms and conditions: https://www.newberry.org/rights-and-reproductions","All materials in the Newberry Library’s collections have research value and reflect the society in which they were produced. They may contain language and imagery that are offensive because of content relating to: ability, gender, race, religion, sexuality/sexual orientation, and other categories. More information: https://www.newberry.org/sites/default/files/textpage-attachments/Statement_on_Potentially_Offensive_Materials.pdf",Copyright Not Evaluated,,,Still image
754872,https://api-na.hosted.exlibrisgroup.com/almaws/v1/bibs?mms_id=997548728805867&view=full&expand=None&apikey=xxxx,"A 5 .93 (folio), Vanity Fair, Feb 1863, cover.tif",Vanity fair,,English,American periodicals,,,,,,,,7 v. : ill. ; 29 cm,gen folio A 5 .93 1,s,https://i-share-nby.primo.exlibrisgroup.com/permalink/01CARLI_NBY/i5mcb2/alma754872,Newberry Library,"The Newberry makes its collections available for any lawful purpose, commercial or non-commercial, without licensing or permission fees to the library, subject to the following terms and conditions: https://www.newberry.org/rights-and-reproductions","All materials in the Newberry Library’s collections have research value and reflect the society in which they were produced. They may contain language and imagery that are offensive because of content relating to: ability, gender, race, religion, sexuality/sexual orientation, and other categories. More information: https://www.newberry.org/sites/default/files/textpage-attachments/Statement_on_Potentially_Offensive_Materials.pdf",Copyright Not Evaluated,,,Still image
754872,https://api-na.hosted.exlibrisgroup.com/almaws/v1/bibs?mms_id=997548728805867&view=full&expand=None&apikey=xxxx,"A 5 .93 (folio), Vanity Fair, Jan 4, 1862, pg.9.tif",Vanity fair,,English,American periodicals,,,,,,,,7 v. : ill. ; 29 cm,gen folio A 5 .93 1,s,https://i-share-nby.primo.exlibrisgroup.com/permalink/01CARLI_NBY/i5mcb2/alma754872,Newberry Library,"The Newberry makes its collections available for any lawful purpose, commercial or non-commercial, without licensing or permission fees to the library, subject to the following terms and conditions: https://www.newberry.org/rights-and-reproductions","All materials in the Newberry Library’s collections have research value and reflect the society in which they were produced. They may contain language and imagery that are offensive because of content relating to: ability, gender, race, religion, sexuality/sexual orientation, and other categories. More information: https://www.newberry.org/sites/default/files/textpage-attachments/Statement_on_Potentially_Offensive_Materials.pdf",Copyright Not Evaluated,,,Still image
754872,https://api-na.hosted.exlibrisgroup.com/almaws/v1/bibs?mms_id=997548728805867&view=full&expand=None&apikey=xxxx,"A 5 .93 (folio), Vanity Fair, June 20, 1863, cover.tif",Vanity fair,,English,American periodicals,,,,,,,,7 v. : ill. ; 29 cm,gen folio A 5 .93 1,s,https://i-share-nby.primo.exlibrisgroup.com/permalink/01CARLI_NBY/i5mcb2/alma754872,Newberry Library,"The Newberry makes its collections available for any lawful purpose, commercial or non-commercial, without licensing or permission fees to the library, subject to the following terms and conditions: https://www.newberry.org/rights-and-reproductions","All materials in the Newberry Library’s collections have research value and reflect the society in which they were produced. They may contain language and imagery that are offensive because of content relating to: ability, gender, race, religion, sexuality/sexual orientation, and other categories. More information: https://www.newberry.org/sites/default/files/textpage-attachments/Statement_on_Potentially_Offensive_Materials.pdf",Copyright Not Evaluated,,,Still image
754872,https://api-na.hosted.exlibrisgroup.com/almaws/v1/bibs?mms_id=997548728805867&view=full&expand=None&apikey=xxxx,"A 5 .93 (folio), Vanity Fair, April 26, 1862, pg. 203.tif",Vanity fair,,English,American periodicals,,,,,,,,7 v. : ill. ; 29 cm,gen folio A 5 .93 1,s,https://i-share-nby.primo.exlibrisgroup.com/permalink/01CARLI_NBY/i5mcb2/alma754872,Newberry Library,"The Newberry makes its collections available for any lawful purpose, commercial or non-commercial, without licensing or permission fees to the library, subject to the following terms and conditions: https://www.newberry.org/rights-and-reproductions","All materials in the Newberry Library’s collections have research value and reflect the society in which they were produced. They may contain language and imagery that are offensive because of content relating to: ability, gender, race, religion, sexuality/sexual orientation, and other categories. More information: https://www.newberry.org/sites/default/files/textpage-attachments/Statement_on_Potentially_Offensive_Materials.pdf",Copyright Not Evaluated,,,Still image
754872,https://api-na.hosted.exlibrisgroup.com/almaws/v1/bibs?mms_id=997548728805867&view=full&expand=None&apikey=xxxx,"A 5 .93 (folio), Vanity Fair, April 27, 1861, pg. 199.tif",Vanity fair,,English,American periodicals,,,,,,,,7 v. : ill. ; 29 cm,gen folio A 5 .93 1,s,https://i-share-nby.primo.exlibrisgroup.com/permalink/01CARLI_NBY/i5mcb2/alma754872,Newberry Library,"The Newberry makes its collections available for any lawful purpose, commercial or non-commercial, without licensing or permission fees to the library, subject to the following terms and conditions: https://www.newberry.org/rights-and-reproductions","All materials in the Newberry Library’s collections have research value and reflect the society in which they were produced. They may contain language and imagery that are offensive because of content relating to: ability, gender, race, religion, sexuality/sexual orientation, and other categories. More information: https://www.newberry.org/sites/default/files/textpage-attachments/Statement_on_Potentially_Offensive_Materials.pdf",Copyright Not Evaluated,,,Still image
754872,https://api-na.hosted.exlibrisgroup.com/almaws/v1/bibs?mms_id=997548728805867&view=full&expand=None&apikey=xxxx,"A 5 .93 (folio), Vanity Fair, May 16, 1863, pg. 63.tif",Vanity fair,,English,American periodicals,,,,,,,,7 v. : ill. ; 29 cm,gen folio A 5 .93 1,s,https://i-share-nby.primo.exlibrisgroup.com/permalink/01CARLI_NBY/i5mcb2/alma754872,Newberry Library,"The Newberry makes its collections available for any lawful purpose, commercial or non-commercial, without licensing or permission fees to the library, subject to the following terms and conditions: https://www.newberry.org/rights-and-reproductions","All materials in the Newberry Library’s collections have research value and reflect the society in which they were produced. They may contain language and imagery that are offensive because of content relating to: ability, gender, race, religion, sexuality/sexual orientation, and other categories. More information: https://www.newberry.org/sites/default/files/textpage-attachments/Statement_on_Potentially_Offensive_Materials.pdf",Copyright Not Evaluated,,,Still image
754872,https://api-na.hosted.exlibrisgroup.com/almaws/v1/bibs?mms_id=997548728805867&view=full&expand=None&apikey=xxxx,"A 5 .93 (folio), Vanity Fair, Aug 16, 1862, pg.79.tif",Vanity fair,,English,American periodicals,,,,,,,,7 v. : ill. ; 29 cm,gen folio A 5 .93 1,s,https://i-share-nby.primo.exlibrisgroup.com/permalink/01CARLI_NBY/i5mcb2/alma754872,Newberry Library,"The Newberry makes its collections available for any lawful purpose, commercial or non-commercial, without licensing or permission fees to the library, subject to the following terms and conditions: https://www.newberry.org/rights-and-reproductions","All materials in the Newberry Library’s collections have research value and reflect the society in which they were produced. They may contain language and imagery that are offensive because of content relating to: ability, gender, race, religion, sexuality/sexual orientation, and other categories. More information: https://www.newberry.org/sites/default/files/textpage-attachments/Statement_on_Potentially_Offensive_Materials.pdf",Copyright Not Evaluated,,,Still image
754872,https://api-na.hosted.exlibrisgroup.com/almaws/v1/bibs?mms_id=997548728805867&view=full&expand=None&apikey=xxxx,"A 5 .93 (folio), Vanity Fair, Oct 19, 1861, cover.tif",Vanity fair,,English,American periodicals,,,,,,,,7 v. : ill. ; 29 cm,gen folio A 5 .93 1,s,https://i-share-nby.primo.exlibrisgroup.com/permalink/01CARLI_NBY/i5mcb2/alma754872,Newberry Library,"The Newberry makes its collections available for any lawful purpose, commercial or non-commercial, without licensing or permission fees to the library, subject to the following terms and conditions: https://www.newberry.org/rights-and-reproductions","All materials in the Newberry Library’s collections have research value and reflect the society in which they were produced. They may contain language and imagery that are offensive because of content relating to: ability, gender, race, religion, sexuality/sexual orientation, and other categories. More information: https://www.newberry.org/sites/default/files/textpage-attachments/Statement_on_Potentially_Offensive_Materials.pdf",Copyright Not Evaluated,,,Still image
754872,https://api-na.hosted.exlibrisgroup.com/almaws/v1/bibs?mms_id=997548728805867&view=full&expand=None&apikey=xxxx,"A 5 .93 (folio), Vanity Fair, Dec 21, 1861, cover.tif",Vanity fair,,English,American periodicals,,,,,,,,7 v. : ill. ; 29 cm,gen folio A 5 .93 1,s,https://i-share-nby.primo.exlibrisgroup.com/permalink/01CARLI_NBY/i5mcb2/alma754872,Newberry Library,"The Newberry makes its collections available for any lawful purpose, commercial or non-commercial, without licensing or permission fees to the library, subject to the following terms and conditions: https://www.newberry.org/rights-and-reproductions","All materials in the Newberry Library’s collections have research value and reflect the society in which they were produced. They may contain language and imagery that are offensive because of content relating to: ability, gender, race, religion, sexuality/sexual orientation, and other categories. More information: https://www.newberry.org/sites/default/files/textpage-attachments/Statement_on_Potentially_Offensive_Materials.pdf",Copyright Not Evaluated,,,Still image
754872,https://api-na.hosted.exlibrisgroup.com/almaws/v1/bibs?mms_id=997548728805867&view=full&expand=None&apikey=xxxx,"A 5 .93 vol.6 (Dec. 1862), Vanity Fair, pg.185.tif",Vanity fair,,English,American periodicals,,,,,,,,7 v. : ill. ; 29 cm,gen folio A 5 .93 1,s,https://i-share-nby.primo.exlibrisgroup.com/permalink/01CARLI_NBY/i5mcb2/alma754872,Newberry Library,"The Newberry makes its collections available for any lawful purpose, commercial or non-commercial, without licensing or permission fees to the library, subject to the following terms and conditions: https://www.newberry.org/rights-and-reproductions","All materials in the Newberry Library’s collections have research value and reflect the society in which they were produced. They may contain language and imagery that are offensive because of content relating to: ability, gender, race, religion, sexuality/sexual orientation, and other categories. More information: https://www.newberry.org/sites/default/files/textpage-attachments/Statement_on_Potentially_Offensive_Materials.pdf",Copyright Not Evaluated,,,Still image
754872,https://api-na.hosted.exlibrisgroup.com/almaws/v1/bibs?mms_id=997548728805867&view=full&expand=None&apikey=xxxx,"A 5 .93 (folio), Vanity Fair, Feb 8, 1862, pg.71.tif",Vanity fair,,English,American periodicals,,,,,,,,7 v. : ill. ; 29 cm,gen folio A 5 .93 1,s,https://i-share-nby.primo.exlibrisgroup.com/permalink/01CARLI_NBY/i5mcb2/alma754872,Newberry Library,"The Newberry makes its collections available for any lawful purpose, commercial or non-commercial, without licensing or permission fees to the library, subject to the following terms and conditions: https://www.newberry.org/rights-and-reproductions","All materials in the Newberry Library’s collections have research value and reflect the society in which they were produced. They may contain language and imagery that are offensive because of content relating to: ability, gender, race, religion, sexuality/sexual orientation, and other categories. More information: https://www.newberry.org/sites/default/files/textpage-attachments/Statement_on_Potentially_Offensive_Materials.pdf",Copyright Not Evaluated,,,Still image
754872,https://api-na.hosted.exlibrisgroup.com/almaws/v1/bibs?mms_id=997548728805867&view=full&expand=None&apikey=xxxx,"A 5 .93 (folio), Vanity Fair, July 27, 1861, pg. 42 DETAIL.tif",Vanity fair,,English,American periodicals,,,,,,,,7 v. : ill. ; 29 cm,gen folio A 5 .93 1,s,https://i-share-nby.primo.exlibrisgroup.com/permalink/01CARLI_NBY/i5mcb2/alma754872,Newberry Library,"The Newberry makes its collections available for any lawful purpose, commercial or non-commercial, without licensing or permission fees to the library, subject to the following terms and conditions: https://www.newberry.org/rights-and-reproductions","All materials in the Newberry Library’s collections have research value and reflect the society in which they were produced. They may contain language and imagery that are offensive because of content relating to: ability, gender, race, religion, sexuality/sexual orientation, and other categories. More information: https://www.newberry.org/sites/default/files/textpage-attachments/Statement_on_Potentially_Offensive_Materials.pdf",Copyright Not Evaluated,,,Still image
754872,https://api-na.hosted.exlibrisgroup.com/almaws/v1/bibs?mms_id=997548728805867&view=full&expand=None&apikey=xxxx,"A 5 .93 (folio), Vanity Fair, June 15, 1861, pg. 277.tif",Vanity fair,,English,American periodicals,,,,,,,,7 v. : ill. ; 29 cm,gen folio A 5 .93 1,s,https://i-share-nby.primo.exlibrisgroup.com/permalink/01CARLI_NBY/i5mcb2/alma754872,Newberry Library,"The Newberry makes its collections available for any lawful purpose, commercial or non-commercial, without licensing or permission fees to the library, subject to the following terms and conditions: https://www.newberry.org/rights-and-reproductions","All materials in the Newberry Library’s collections have research value and reflect the society in which they were produced. They may contain language and imagery that are offensive because of content relating to: ability, gender, race, religion, sexuality/sexual orientation, and other categories. More information: https://www.newberry.org/sites/default/files/textpage-attachments/Statement_on_Potentially_Offensive_Materials.pdf",Copyright Not Evaluated,,,Still image
754872,https://api-na.hosted.exlibrisgroup.com/almaws/v1/bibs?mms_id=997548728805867&view=full&expand=None&apikey=xxxx,"A 5 .93 (folio), Vanity Fair, June 22, 1861, pg. 287.tif",Vanity fair,,English,American periodicals,,,,,,,,7 v. : ill. ; 29 cm,gen folio A 5 .93 1,s,https://i-share-nby.primo.exlibrisgroup.com/permalink/01CARLI_NBY/i5mcb2/alma754872,Newberry Library,"The Newberry makes its collections available for any lawful purpose, commercial or non-commercial, without licensing or permission fees to the library, subject to the following terms and conditions: https://www.newberry.org/rights-and-reproductions","All materials in the Newberry Library’s collections have research value and reflect the society in which they were produced. They may contain language and imagery that are offensive because of content relating to: ability, gender, race, religion, sexuality/sexual orientation, and other categories. More information: https://www.newberry.org/sites/default/files/textpage-attachments/Statement_on_Potentially_Offensive_Materials.pdf",Copyright Not Evaluated,,,Still image
754872,https://api-na.hosted.exlibrisgroup.com/almaws/v1/bibs?mms_id=997548728805867&view=full&expand=None&apikey=xxxx,"A 5 .93 vol.6 (Dec. 1862), Vanity Fair, pg.227.tif",Vanity fair,,English,American periodicals,,,,,,,,7 v. : ill. ; 29 cm,gen folio A 5 .93 1,s,https://i-share-nby.primo.exlibrisgroup.com/permalink/01CARLI_NBY/i5mcb2/alma754872,Newberry Library,"The Newberry makes its collections available for any lawful purpose, commercial or non-commercial, without licensing or permission fees to the library, subject to the following terms and conditions: https://www.newberry.org/rights-and-reproductions","All materials in the Newberry Library’s collections have research value and reflect the society in which they were produced. They may contain language and imagery that are offensive because of content relating to: ability, gender, race, religion, sexuality/sexual orientation, and other categories. More information: https://www.newberry.org/sites/default/files/textpage-attachments/Statement_on_Potentially_Offensive_Materials.pdf",Copyright Not Evaluated,,,Still image
703093,https://api-na.hosted.exlibrisgroup.com/almaws/v1/bibs?mms_id=997030938805867&view=full&expand=None&apikey=xxxx,"Case R 1833.31,  The forest city, No. 7, Cover, Forest City.tif","The forest city; a portfolio of official photographic views of the universal exposition, St. Louis, 1904, commemorating the acquisition of the Louisiana territory ... Introduction and descriptions by Walter B. Stevens","Stevens, Walter B (Walter Barlow), 1848-1939",English,,,,,,,,,"2 p. l., [480] p. of illus. 29 x 35 cm",spcl Case folio R 1833 .31 1,,https://i-share-nby.primo.exlibrisgroup.com/permalink/01CARLI_NBY/i5mcb2/alma703093,Newberry Library,"The Newberry makes its collections available for any lawful purpose, commercial or non-commercial, without licensing or permission fees to the library, subject to the following terms and conditions: https://www.newberry.org/rights-and-reproductions","All materials in the Newberry Library’s collections have research value and reflect the society in which they were produced. They may contain language and imagery that are offensive because of content relating to: ability, gender, race, religion, sexuality/sexual orientation, and other categories. More information: https://www.newberry.org/sites/default/files/textpage-attachments/Statement_on_Potentially_Offensive_Materials.pdf",Copyright Not Evaluated,,,Still image
703093,https://api-na.hosted.exlibrisgroup.com/almaws/v1/bibs?mms_id=997030938805867&view=full&expand=None&apikey=xxxx,"Case R 1833.31,The forest city, No. 7, Buffallo Dance pg. 113.tif","The forest city; a portfolio of official photographic views of the universal exposition, St. Louis, 1904, commemorating the acquisition of the Louisiana territory ... Introduction and descriptions by Walter B. Stevens","Stevens, Walter B (Walter Barlow), 1848-1939",English,,,,,,,,,"2 p. l., [480] p. of illus. 29 x 35 cm",spcl Case folio R 1833 .31 1,,https://i-share-nby.primo.exlibrisgroup.com/permalink/01CARLI_NBY/i5mcb2/alma703093,Newberry Library,"The Newberry makes its collections available for any lawful purpose, commercial or non-commercial, without licensing or permission fees to the library, subject to the following terms and conditions: https://www.newberry.org/rights-and-reproductions","All materials in the Newberry Library’s collections have research value and reflect the society in which they were produced. They may contain language and imagery that are offensive because of content relating to: ability, gender, race, religion, sexuality/sexual orientation, and other categories. More information: https://www.newberry.org/sites/default/files/textpage-attachments/Statement_on_Potentially_Offensive_Materials.pdf",Copyright Not Evaluated,,,Still image
