BIBID,FILENAME,TITLE,CATALOG_LINK,CONTRIBUTING_INSTITUTION,OA_POLICY,DISCLAIMER_STMT,piction_PROJECT,piction_INTERNALNOTES,CREATOR,CALL_NUMBER,FORMAT_EXTENT,LANGUAGE,SUBJECTS,PLACE,FORMAT,BIOGRAPHICAL/HISTORICAL NOTE,SUMMARY,DATE_DISPLAY,DATE_SORT,ARCHIVAL_COLLECTION,STANDARDIZED_RIGHTS,DCMIType
673295,z_79_N411_vol_4_012.tif,"A list of documentary material relating to state constitutional conventions, 1776-1912. Comp. for use in the Newberry Library by Augustus Hunt Shearer, Ph. D., of the library staff.",https://i-share-nby.primo.exlibrisgroup.com/permalink/01CARLI_NBY/i5mcb2/alma996732958805867,Newberry Library,"The Newberry makes its collections available for any lawful purpose, commercial or non-commercial, without licensing or permission fees to the library, subject to the following terms and conditions: https://www.newberry.org/rights-and-reproductions","All materials in the Newberry Library’s collections have research value and reflect the society in which they were produced. They may contain language and imagery that are offensive because of content relating to: ability, gender, race, religion, sexuality/sexual orientation, and other categories. More information: https://www.newberry.org/sites/default/files/textpage-attachments/Statement_on_Potentially_Offensive_Materials.pdf",,,"Shearer, Augustus Hunt 1878-1941",gen Z 79 .N411 no. 4 1,"vii, 37 l. 26 cm",English,Constitutional conventions|State government publications|Law|Newberry Library,P|L|A|C|E,,,,,,,Copyright Not Evaluated,
673295,z_79_N411_vol_4_013.tif,"A list of documentary material relating to state constitutional conventions, 1776-1912. Comp. for use in the Newberry Library by Augustus Hunt Shearer, Ph. D., of the library staff.",https://i-share-nby.primo.exlibrisgroup.com/permalink/01CARLI_NBY/i5mcb2/alma996732958805867,Newberry Library,"The Newberry makes its collections available for any lawful purpose, commercial or non-commercial, without licensing or permission fees to the library, subject to the following terms and conditions: https://www.newberry.org/rights-and-reproductions","All materials in the Newberry Library’s collections have research value and reflect the society in which they were produced. They may contain language and imagery that are offensive because of content relating to: ability, gender, race, religion, sexuality/sexual orientation, and other categories. More information: https://www.newberry.org/sites/default/files/textpage-attachments/Statement_on_Potentially_Offensive_Materials.pdf",,,"Shearer, Augustus Hunt 1878-1941",gen Z 79 .N411 no. 4 1,"vii, 37 l. 26 cm",English,Constitutional conventions|State government publications|Law|Newberry Library,P|L|A|C|E,,,,,,,Copyright Not Evaluated,
673295,z_79_N411_vol_4_014.tif,"A list of documentary material relating to state constitutional conventions, 1776-1912. Comp. for use in the Newberry Library by Augustus Hunt Shearer, Ph. D., of the library staff.",https://i-share-nby.primo.exlibrisgroup.com/permalink/01CARLI_NBY/i5mcb2/alma996732958805867,Newberry Library,"The Newberry makes its collections available for any lawful purpose, commercial or non-commercial, without licensing or permission fees to the library, subject to the following terms and conditions: https://www.newberry.org/rights-and-reproductions","All materials in the Newberry Library’s collections have research value and reflect the society in which they were produced. They may contain language and imagery that are offensive because of content relating to: ability, gender, race, religion, sexuality/sexual orientation, and other categories. More information: https://www.newberry.org/sites/default/files/textpage-attachments/Statement_on_Potentially_Offensive_Materials.pdf",,,"Shearer, Augustus Hunt 1878-1941",gen Z 79 .N411 no. 4 1,"vii, 37 l. 26 cm",English,Constitutional conventions|State government publications|Law|Newberry Library,P|L|A|C|E,,,,,,,Copyright Not Evaluated,
673295,z_79_N411_vol_4_015.tif,"A list of documentary material relating to state constitutional conventions, 1776-1912. Comp. for use in the Newberry Library by Augustus Hunt Shearer, Ph. D., of the library staff.",https://i-share-nby.primo.exlibrisgroup.com/permalink/01CARLI_NBY/i5mcb2/alma996732958805867,Newberry Library,"The Newberry makes its collections available for any lawful purpose, commercial or non-commercial, without licensing or permission fees to the library, subject to the following terms and conditions: https://www.newberry.org/rights-and-reproductions","All materials in the Newberry Library’s collections have research value and reflect the society in which they were produced. They may contain language and imagery that are offensive because of content relating to: ability, gender, race, religion, sexuality/sexual orientation, and other categories. More information: https://www.newberry.org/sites/default/files/textpage-attachments/Statement_on_Potentially_Offensive_Materials.pdf",,,"Shearer, Augustus Hunt 1878-1941",gen Z 79 .N411 no. 4 1,"vii, 37 l. 26 cm",English,Constitutional conventions|State government publications|Law|Newberry Library,P|L|A|C|E,,,,,,,Copyright Not Evaluated,
673295,z_79_N411_vol_4_016.tif,"A list of documentary material relating to state constitutional conventions, 1776-1912. Comp. for use in the Newberry Library by Augustus Hunt Shearer, Ph. D., of the library staff.",https://i-share-nby.primo.exlibrisgroup.com/permalink/01CARLI_NBY/i5mcb2/alma996732958805867,Newberry Library,"The Newberry makes its collections available for any lawful purpose, commercial or non-commercial, without licensing or permission fees to the library, subject to the following terms and conditions: https://www.newberry.org/rights-and-reproductions","All materials in the Newberry Library’s collections have research value and reflect the society in which they were produced. They may contain language and imagery that are offensive because of content relating to: ability, gender, race, religion, sexuality/sexual orientation, and other categories. More information: https://www.newberry.org/sites/default/files/textpage-attachments/Statement_on_Potentially_Offensive_Materials.pdf",,,"Shearer, Augustus Hunt 1878-1941",gen Z 79 .N411 no. 4 1,"vii, 37 l. 26 cm",English,Constitutional conventions|State government publications|Law|Newberry Library,P|L|A|C|E,,,,,,,Copyright Not Evaluated,
673295,z_79_N411_vol_4_017.tif,"A list of documentary material relating to state constitutional conventions, 1776-1912. Comp. for use in the Newberry Library by Augustus Hunt Shearer, Ph. D., of the library staff.",https://i-share-nby.primo.exlibrisgroup.com/permalink/01CARLI_NBY/i5mcb2/alma996732958805867,Newberry Library,"The Newberry makes its collections available for any lawful purpose, commercial or non-commercial, without licensing or permission fees to the library, subject to the following terms and conditions: https://www.newberry.org/rights-and-reproductions","All materials in the Newberry Library’s collections have research value and reflect the society in which they were produced. They may contain language and imagery that are offensive because of content relating to: ability, gender, race, religion, sexuality/sexual orientation, and other categories. More information: https://www.newberry.org/sites/default/files/textpage-attachments/Statement_on_Potentially_Offensive_Materials.pdf",,,"Shearer, Augustus Hunt 1878-1941",gen Z 79 .N411 no. 4 1,"vii, 37 l. 26 cm",English,Constitutional conventions|State government publications|Law|Newberry Library,P|L|A|C|E,,,,,,,Copyright Not Evaluated,
673295,z_79_N411_vol_4_018.tif,"A list of documentary material relating to state constitutional conventions, 1776-1912. Comp. for use in the Newberry Library by Augustus Hunt Shearer, Ph. D., of the library staff.",https://i-share-nby.primo.exlibrisgroup.com/permalink/01CARLI_NBY/i5mcb2/alma996732958805867,Newberry Library,"The Newberry makes its collections available for any lawful purpose, commercial or non-commercial, without licensing or permission fees to the library, subject to the following terms and conditions: https://www.newberry.org/rights-and-reproductions","All materials in the Newberry Library’s collections have research value and reflect the society in which they were produced. They may contain language and imagery that are offensive because of content relating to: ability, gender, race, religion, sexuality/sexual orientation, and other categories. More information: https://www.newberry.org/sites/default/files/textpage-attachments/Statement_on_Potentially_Offensive_Materials.pdf",,,"Shearer, Augustus Hunt 1878-1941",gen Z 79 .N411 no. 4 1,"vii, 37 l. 26 cm",English,Constitutional conventions|State government publications|Law|Newberry Library,P|L|A|C|E,,,,,,,Copyright Not Evaluated,
673295,z_79_N411_vol_4_019.tif,"A list of documentary material relating to state constitutional conventions, 1776-1912. Comp. for use in the Newberry Library by Augustus Hunt Shearer, Ph. D., of the library staff.",https://i-share-nby.primo.exlibrisgroup.com/permalink/01CARLI_NBY/i5mcb2/alma996732958805867,Newberry Library,"The Newberry makes its collections available for any lawful purpose, commercial or non-commercial, without licensing or permission fees to the library, subject to the following terms and conditions: https://www.newberry.org/rights-and-reproductions","All materials in the Newberry Library’s collections have research value and reflect the society in which they were produced. They may contain language and imagery that are offensive because of content relating to: ability, gender, race, religion, sexuality/sexual orientation, and other categories. More information: https://www.newberry.org/sites/default/files/textpage-attachments/Statement_on_Potentially_Offensive_Materials.pdf",,,"Shearer, Augustus Hunt 1878-1941",gen Z 79 .N411 no. 4 1,"vii, 37 l. 26 cm",English,Constitutional conventions|State government publications|Law|Newberry Library,P|L|A|C|E,,,,,,,Copyright Not Evaluated,
673295,z_79_N411_vol_4_020.tif,"A list of documentary material relating to state constitutional conventions, 1776-1912. Comp. for use in the Newberry Library by Augustus Hunt Shearer, Ph. D., of the library staff.",https://i-share-nby.primo.exlibrisgroup.com/permalink/01CARLI_NBY/i5mcb2/alma996732958805867,Newberry Library,"The Newberry makes its collections available for any lawful purpose, commercial or non-commercial, without licensing or permission fees to the library, subject to the following terms and conditions: https://www.newberry.org/rights-and-reproductions","All materials in the Newberry Library’s collections have research value and reflect the society in which they were produced. They may contain language and imagery that are offensive because of content relating to: ability, gender, race, religion, sexuality/sexual orientation, and other categories. More information: https://www.newberry.org/sites/default/files/textpage-attachments/Statement_on_Potentially_Offensive_Materials.pdf",,,"Shearer, Augustus Hunt 1878-1941",gen Z 79 .N411 no. 4 1,"vii, 37 l. 26 cm",English,Constitutional conventions|State government publications|Law|Newberry Library,P|L|A|C|E,,,,,,,Copyright Not Evaluated,
673295,z_79_N411_vol_4_021.tif,"A list of documentary material relating to state constitutional conventions, 1776-1912. Comp. for use in the Newberry Library by Augustus Hunt Shearer, Ph. D., of the library staff.",https://i-share-nby.primo.exlibrisgroup.com/permalink/01CARLI_NBY/i5mcb2/alma996732958805867,Newberry Library,"The Newberry makes its collections available for any lawful purpose, commercial or non-commercial, without licensing or permission fees to the library, subject to the following terms and conditions: https://www.newberry.org/rights-and-reproductions","All materials in the Newberry Library’s collections have research value and reflect the society in which they were produced. They may contain language and imagery that are offensive because of content relating to: ability, gender, race, religion, sexuality/sexual orientation, and other categories. More information: https://www.newberry.org/sites/default/files/textpage-attachments/Statement_on_Potentially_Offensive_Materials.pdf",,,"Shearer, Augustus Hunt 1878-1941",gen Z 79 .N411 no. 4 1,"vii, 37 l. 26 cm",English,Constitutional conventions|State government publications|Law|Newberry Library,P|L|A|C|E,,,,,,,Copyright Not Evaluated,
673295,z_79_N411_vol_4_022.tif,"A list of documentary material relating to state constitutional conventions, 1776-1912. Comp. for use in the Newberry Library by Augustus Hunt Shearer, Ph. D., of the library staff.",https://i-share-nby.primo.exlibrisgroup.com/permalink/01CARLI_NBY/i5mcb2/alma996732958805867,Newberry Library,"The Newberry makes its collections available for any lawful purpose, commercial or non-commercial, without licensing or permission fees to the library, subject to the following terms and conditions: https://www.newberry.org/rights-and-reproductions","All materials in the Newberry Library’s collections have research value and reflect the society in which they were produced. They may contain language and imagery that are offensive because of content relating to: ability, gender, race, religion, sexuality/sexual orientation, and other categories. More information: https://www.newberry.org/sites/default/files/textpage-attachments/Statement_on_Potentially_Offensive_Materials.pdf",,,"Shearer, Augustus Hunt 1878-1941",gen Z 79 .N411 no. 4 1,"vii, 37 l. 26 cm",English,Constitutional conventions|State government publications|Law|Newberry Library,P|L|A|C|E,,,,,,,Copyright Not Evaluated,
673295,z_79_N411_vol_4_023.tif,"A list of documentary material relating to state constitutional conventions, 1776-1912. Comp. for use in the Newberry Library by Augustus Hunt Shearer, Ph. D., of the library staff.",https://i-share-nby.primo.exlibrisgroup.com/permalink/01CARLI_NBY/i5mcb2/alma996732958805867,Newberry Library,"The Newberry makes its collections available for any lawful purpose, commercial or non-commercial, without licensing or permission fees to the library, subject to the following terms and conditions: https://www.newberry.org/rights-and-reproductions","All materials in the Newberry Library’s collections have research value and reflect the society in which they were produced. They may contain language and imagery that are offensive because of content relating to: ability, gender, race, religion, sexuality/sexual orientation, and other categories. More information: https://www.newberry.org/sites/default/files/textpage-attachments/Statement_on_Potentially_Offensive_Materials.pdf",,,"Shearer, Augustus Hunt 1878-1941",gen Z 79 .N411 no. 4 1,"vii, 37 l. 26 cm",English,Constitutional conventions|State government publications|Law|Newberry Library,P|L|A|C|E,,,,,,,Copyright Not Evaluated,
673295,z_79_N411_vol_4_024.tif,"A list of documentary material relating to state constitutional conventions, 1776-1912. Comp. for use in the Newberry Library by Augustus Hunt Shearer, Ph. D., of the library staff.",https://i-share-nby.primo.exlibrisgroup.com/permalink/01CARLI_NBY/i5mcb2/alma996732958805867,Newberry Library,"The Newberry makes its collections available for any lawful purpose, commercial or non-commercial, without licensing or permission fees to the library, subject to the following terms and conditions: https://www.newberry.org/rights-and-reproductions","All materials in the Newberry Library’s collections have research value and reflect the society in which they were produced. They may contain language and imagery that are offensive because of content relating to: ability, gender, race, religion, sexuality/sexual orientation, and other categories. More information: https://www.newberry.org/sites/default/files/textpage-attachments/Statement_on_Potentially_Offensive_Materials.pdf",,,"Shearer, Augustus Hunt 1878-1941",gen Z 79 .N411 no. 4 1,"vii, 37 l. 26 cm",English,Constitutional conventions|State government publications|Law|Newberry Library,P|L|A|C|E,,,,,,,Copyright Not Evaluated,
673295,z_79_N411_vol_4_025.tif,"A list of documentary material relating to state constitutional conventions, 1776-1912. Comp. for use in the Newberry Library by Augustus Hunt Shearer, Ph. D., of the library staff.",https://i-share-nby.primo.exlibrisgroup.com/permalink/01CARLI_NBY/i5mcb2/alma996732958805867,Newberry Library,"The Newberry makes its collections available for any lawful purpose, commercial or non-commercial, without licensing or permission fees to the library, subject to the following terms and conditions: https://www.newberry.org/rights-and-reproductions","All materials in the Newberry Library’s collections have research value and reflect the society in which they were produced. They may contain language and imagery that are offensive because of content relating to: ability, gender, race, religion, sexuality/sexual orientation, and other categories. More information: https://www.newberry.org/sites/default/files/textpage-attachments/Statement_on_Potentially_Offensive_Materials.pdf",,,"Shearer, Augustus Hunt 1878-1941",gen Z 79 .N411 no. 4 1,"vii, 37 l. 26 cm",English,Constitutional conventions|State government publications|Law|Newberry Library,P|L|A|C|E,,,,,,,Copyright Not Evaluated,
673295,z_79_N411_vol_4_026.tif,"A list of documentary material relating to state constitutional conventions, 1776-1912. Comp. for use in the Newberry Library by Augustus Hunt Shearer, Ph. D., of the library staff.",https://i-share-nby.primo.exlibrisgroup.com/permalink/01CARLI_NBY/i5mcb2/alma996732958805867,Newberry Library,"The Newberry makes its collections available for any lawful purpose, commercial or non-commercial, without licensing or permission fees to the library, subject to the following terms and conditions: https://www.newberry.org/rights-and-reproductions","All materials in the Newberry Library’s collections have research value and reflect the society in which they were produced. They may contain language and imagery that are offensive because of content relating to: ability, gender, race, religion, sexuality/sexual orientation, and other categories. More information: https://www.newberry.org/sites/default/files/textpage-attachments/Statement_on_Potentially_Offensive_Materials.pdf",,,"Shearer, Augustus Hunt 1878-1941",gen Z 79 .N411 no. 4 1,"vii, 37 l. 26 cm",English,Constitutional conventions|State government publications|Law|Newberry Library,P|L|A|C|E,,,,,,,Copyright Not Evaluated,
673295,z_79_N411_vol_4_027.tif,"A list of documentary material relating to state constitutional conventions, 1776-1912. Comp. for use in the Newberry Library by Augustus Hunt Shearer, Ph. D., of the library staff.",https://i-share-nby.primo.exlibrisgroup.com/permalink/01CARLI_NBY/i5mcb2/alma996732958805867,Newberry Library,"The Newberry makes its collections available for any lawful purpose, commercial or non-commercial, without licensing or permission fees to the library, subject to the following terms and conditions: https://www.newberry.org/rights-and-reproductions","All materials in the Newberry Library’s collections have research value and reflect the society in which they were produced. They may contain language and imagery that are offensive because of content relating to: ability, gender, race, religion, sexuality/sexual orientation, and other categories. More information: https://www.newberry.org/sites/default/files/textpage-attachments/Statement_on_Potentially_Offensive_Materials.pdf",,,"Shearer, Augustus Hunt 1878-1941",gen Z 79 .N411 no. 4 1,"vii, 37 l. 26 cm",English,Constitutional conventions|State government publications|Law|Newberry Library,P|L|A|C|E,,,,,,,Copyright Not Evaluated,
673295,z_79_N411_vol_4_028.tif,"A list of documentary material relating to state constitutional conventions, 1776-1912. Comp. for use in the Newberry Library by Augustus Hunt Shearer, Ph. D., of the library staff.",https://i-share-nby.primo.exlibrisgroup.com/permalink/01CARLI_NBY/i5mcb2/alma996732958805867,Newberry Library,"The Newberry makes its collections available for any lawful purpose, commercial or non-commercial, without licensing or permission fees to the library, subject to the following terms and conditions: https://www.newberry.org/rights-and-reproductions","All materials in the Newberry Library’s collections have research value and reflect the society in which they were produced. They may contain language and imagery that are offensive because of content relating to: ability, gender, race, religion, sexuality/sexual orientation, and other categories. More information: https://www.newberry.org/sites/default/files/textpage-attachments/Statement_on_Potentially_Offensive_Materials.pdf",,,"Shearer, Augustus Hunt 1878-1941",gen Z 79 .N411 no. 4 1,"vii, 37 l. 26 cm",English,Constitutional conventions|State government publications|Law|Newberry Library,P|L|A|C|E,,,,,,,Copyright Not Evaluated,
673295,z_79_N411_vol_4_029.tif,"A list of documentary material relating to state constitutional conventions, 1776-1912. Comp. for use in the Newberry Library by Augustus Hunt Shearer, Ph. D., of the library staff.",https://i-share-nby.primo.exlibrisgroup.com/permalink/01CARLI_NBY/i5mcb2/alma996732958805867,Newberry Library,"The Newberry makes its collections available for any lawful purpose, commercial or non-commercial, without licensing or permission fees to the library, subject to the following terms and conditions: https://www.newberry.org/rights-and-reproductions","All materials in the Newberry Library’s collections have research value and reflect the society in which they were produced. They may contain language and imagery that are offensive because of content relating to: ability, gender, race, religion, sexuality/sexual orientation, and other categories. More information: https://www.newberry.org/sites/default/files/textpage-attachments/Statement_on_Potentially_Offensive_Materials.pdf",,,"Shearer, Augustus Hunt 1878-1941",gen Z 79 .N411 no. 4 1,"vii, 37 l. 26 cm",English,Constitutional conventions|State government publications|Law|Newberry Library,P|L|A|C|E,,,,,,,Copyright Not Evaluated,
673295,z_79_N411_vol_4_030.tif,"A list of documentary material relating to state constitutional conventions, 1776-1912. Comp. for use in the Newberry Library by Augustus Hunt Shearer, Ph. D., of the library staff.",https://i-share-nby.primo.exlibrisgroup.com/permalink/01CARLI_NBY/i5mcb2/alma996732958805867,Newberry Library,"The Newberry makes its collections available for any lawful purpose, commercial or non-commercial, without licensing or permission fees to the library, subject to the following terms and conditions: https://www.newberry.org/rights-and-reproductions","All materials in the Newberry Library’s collections have research value and reflect the society in which they were produced. They may contain language and imagery that are offensive because of content relating to: ability, gender, race, religion, sexuality/sexual orientation, and other categories. More information: https://www.newberry.org/sites/default/files/textpage-attachments/Statement_on_Potentially_Offensive_Materials.pdf",,,"Shearer, Augustus Hunt 1878-1941",gen Z 79 .N411 no. 4 1,"vii, 37 l. 26 cm",English,Constitutional conventions|State government publications|Law|Newberry Library,P|L|A|C|E,,,,,,,Copyright Not Evaluated,
